Valor máscara,Valor EMA
0.93182164,0.16772790014743805
0.85079366,0.22046478968524932
0.95207864,0.2717131770833374
1.0128496,0.31846057211722656
0.93182164,0.35154533327275067
1.0128496,0.38752142348457536
0.99259263,0.4163510313158526
1.0533636,0.4456140856930225
0.99259263,0.4670115749777118
1.1951625,0.5013280020637293
0.99259263,0.514167833793878
0.89130765,0.5139508401711028
1.0128496,0.5219996152377191
1.0533636,0.5350350471244903
0.95207864,0.5409472722655326
1.1343915,0.5575545828023629
1.0128496,0.5633785666550688
1.0938776,0.5762811402745224
0.89130765,0.5695053715135793
0.95207864,0.5671411255428359
1.1546485,0.5813456199086553
1.0128496,0.5850062153788268
1.1343915,0.5978279015390768
0.95207864,0.5926042293250465
1.0128496,0.5945355023888603
0.89130765,0.5834649492385254
1.0128496,0.5868000157236288
1.0128496,0.5881319010796281
1.1343915,0.5974916526306134
0.99259263,0.5955607476336887
0.99259263,0.5909446009070327
1.0533636,0.596371912280619
1.0533636,0.5994746737102303
0.99259263,0.5972391766754764
0.85079366,0.5854940490555732
1.0533636,0.5872858215392928
1.0938776,0.5935344115229079
1.0128496,0.593831893684138
1.0938776,0.5990750069863049
1.0938776,0.6035127780852589
0.99259263,0.5991661138498711
0.99259263,0.5969780116096683
1.0938776,0.6032287955671033
1.1546485,0.6133811381858247
1.0938776,0.6186033168181543
1.0533636,0.6153095057735413
0.99259263,0.6136236083678471
1.0533636,0.6125855949098307
1.0128496,0.6099568153028294
0.93182164,0.6012495822423038
1.1343915,0.6071035435980727
0.89130765,0.5955934536866322
1.0128496,0.5970655818885063
1.0533636,0.5970799669290873
1.0938776,0.6033150905494594
0.95207864,0.5972485861034343
0.93182164,0.5919842519649281
1.1343915,0.6022431967885608
0.99259263,0.5980915402403458
0.99259263,0.591595748852315
1.2356765,0.6085262518473296
0.85079366,0.5935565145640376
1.1546485,0.6037036051762004
1.0533636,0.6041893042084209
1.0128496,0.6043411097701484
0.89130765,0.5932553296946771
0.93182164,0.5841316160863049
0.95207864,0.579520778949191
0.99259263,0.5803502001497327
0.89130765,0.5729494237919573
1.0938776,0.5814000844695631
0.89130765,0.5693653022260106
1.0938776,0.5828392281787597
1.0128496,0.5847794905016509
0.83053666,0.5703457817000428
1.0938776,0.5791963618029667
0.85079366,0.5687316956304889
1.0128496,0.571347960584165
0.99259263,0.5704508979483159
1.0128496,0.5742940077946034
1.0938776,0.5840290547380323
1.1343915,0.5940190034870867
1.0128496,0.5897693086683677
0.93182164,0.5841628766268956
0.85079366,0.5729353537774623
0.99259263,0.5747762962843815
0.99259263,0.5778253849392303
1.0128496,0.5775539448464544
1.0128496,0.5788151123205583
1.0533636,0.581632769486776
1.1546485,0.5951022617114357
0.95207864,0.5917881626919232
1.0533636,0.5955949880583583
1.1951625,0.6071791741579297
0.93182164,0.5974076724086312
0.89130765,0.5858959539432594
1.0128496,0.5873667031887235
1.0533636,0.5903617503662205
1.0533636,0.5958785875828756
0.99259263,0.5941954493772834
1.0128496,0.5943913961240814
1.1343915,0.6057715185218603
1.1343915,0.6154036541193404
0.95207864,0.6059894319403522
1.0533636,0.6046331136129696
0.93182164,0.5967436011320065
1.2356765,0.6158652233024822
0.95207864,0.6078710184655928
0.99259263,0.6043458428764151
1.0128496,0.6029826891817465
1.0938776,0.6038384110098591
0.99259263,0.5994417295572527
0.95207864,0.5954610882766228
0.85079366,0.5839890750347836
0.99259263,0.5826412515879488
0.95207864,0.5797502488064118
1.1343915,0.5918883365151926
1.0533636,0.5956797751823734
0.99259263,0.5955180894784905
0.89130765,0.5872784402368101
1.0128496,0.5855550108503259
1.0938776,0.5935603677243958
1.0128496,0.5908720342758185
1.1343915,0.599810901367869
1.0533636,0.6008945197050493
1.1343915,0.6112757623207915
0.99259263,0.6057367037068259
0.99259263,0.6010484444959654
0.85079366,0.5887182133388351
1.0128496,0.5882645491725093
0.95207864,0.586000722798976
0.89130765,0.5807138559962611
0.99259263,0.5798691061937434
1.0128496,0.5822655792535332
0.99259263,0.5796915703900691
0.85079366,0.5706417550956046
0.99259263,0.5743259092770494
0.99259263,0.5744623480906027
1.0533636,0.5809304185798004
0.85079366,0.5701994012864009
0.99259263,0.5709696717273177
1.0533636,0.5764833029372867
1.0938776,0.5858820741467995
1.0128496,0.5873549553289997
0.89130765,0.5788782485756889
0.95207864,0.5750743286882055
0.83053666,0.5621313327411427
1.0533636,0.5675116184507587
0.93182164,0.5638330532580818
1.1343915,0.5799069371200782
1.0938776,0.5872889237504847
0.95207864,0.5836840385247821
0.99259263,0.5823830686858836
0.99259263,0.5812819278142398
1.0938776,0.5914345451596448
1.0128496,0.592054566794272
0.83053666,0.5765034062741173
1.0533636,0.5811670558576978
1.0938776,0.5898464026186353
0.99259263,0.5890898080235504
0.95207864,0.5837173926048754
1.0938776,0.590514093272817
0.95207864,0.5864138220084842
1.0533636,0.5910461461038954
0.95207864,0.5853732371560795
0.85079366,0.5739598029293634
0.93182164,0.5707817109694022
0.99259263,0.5729534530116395
0.85079366,0.56195678326088
0.99259263,0.5669749491161387
1.0533636,0.5716112553505553
0.95207864,0.5704144599910819
0.99259263,0.5726426117835892
1.0938776,0.5811403987856805
1.1343915,0.5915740450890161
1.7015873,0.690508185551185
1.1343915,0.7005430011524395
1.2356765,0.7216120122902321
1.2964475,0.7875430262133778
1.1951625,0.839716978300089
1.1951625,0.8868588411802657
1.1951625,0.9342142885070082
1.2964475,0.9898533121712382
1.1951625,1.0079705745008376
1.1546485,1.0334821402047747
1.1546485,1.0476205548316262
1.1343915,1.062439494030387
1.1343915,1.0749822441682182
1.2356765,1.0922103114298
1.2964475,1.123581145973089
1.1546485,1.1343167577328725
1.1546485,1.132966975107408
1.0938776,1.137399244435012
1.1951625,1.14925351565581
1.1546485,1.1456094470133822
1.2356765,1.1340982013009426
1.1546485,1.1357638187774068
1.1546485,1.1386645123264785
1.2761905,1.1508430175007094
1.1343915,1.1527888162674833
1.1951625,1.1518428448358684
1.1546485,1.1552556298163446
1.1951625,1.158403500574601
1.2761905,1.1675500971539203
1.0938776,1.1562339945162348
1.0938776,1.1466560452436976
1.2964475,1.162209440488211
1.2356765,1.1630575805610581
1.1951625,1.16053432693395
1.1951625,1.1658532196489269
1.1343915,1.1550570469467891
1.1343915,1.1384645961736408
1.1546485,1.1394595353976587
1.2356765,1.148274805643391
1.0938776,1.1578103667856288
1.1343915,1.1557041508682546
1.2356765,1.1471151033946834
1.8231293,1.1629869208704378
1.4787605,1.1339621749716806
2.0054421,1.1664393099479102
1.8636433,1.1736385591799017
0.89130765,1.0751086908750922
0.83053666,0.9838695025274942
0.85079366,0.9127379568567211
0.89130765,0.8527915067001227
0.99259263,0.8101556297494918
0.95207864,0.773809333399334
0.89130765,0.7352023198057903
1.0938776,0.7187309356556714
0.93182164,0.6933159977089494
0.89130765,0.6670727604774488
0.99259263,0.6574360271492344
1.0128496,0.6464273067816313
0.99259263,0.6414526300580867
0.83053666,0.6212957563062318
0.99259263,0.615708540984732
1.0533636,0.6143502818767621
1.0533636,0.6132006513677764
1.0938776,0.6184505527753581
1.0533636,0.6181620350249775
0.99259263,0.6145470742092706
1.0128496,0.6131079262988676
0.99259263,0.6102692765834912
1.0938776,0.6144785222409469
0.99259263,0.6084475197032454
0.95207864,0.6015926741391988
0.93182164,0.5926792587927775
0.95207864,0.5867555037359492
1.0533636,0.5913353455180218
0.93182164,0.5839974558478133
1.0938776,0.592242053170269
1.1546485,0.6055728743381363
0.93182164,0.5990299295267798
0.95207864,0.5921307114452088
0.95207864,0.5862912132609671
0.93182164,0.5797281023054421
0.99259263,0.5805256786384637
1.0128496,0.5813303878021149
1.0533636,0.5867435273916244
1.1951625,0.6026691265868649
1.0938776,0.6065548409151729
1.0128496,0.6033614707531215
0.89130765,0.5909352488620361
0.99259263,0.591502322400957
0.95207864,0.5857593447739124
0.85079366,0.5757775193340896
1.0128496,0.5773115457668927
0.99259263,0.5784803051842354
0.99259263,0.5809604580720665
0.93182164,0.5752161511135567
1.1343915,0.58805067622796
1.0128496,0.5876995457618647
0.93182164,0.5824110293028313
1.0128496,0.5829261486044357
0.93182164,0.5783708259487834
0.95207864,0.5746448461767927
0.93182164,0.5713615315740264
0.93182164,0.568582534094245
1.0128496,0.5712217102598882
1.0533636,0.5781875427198837
0.99259263,0.5807126639222392
1.1546485,0.5943234843616116
1.0533636,0.5992317992365747
0.95207864,0.5937924883362087
0.93182164,0.587568095897756
0.95207864,0.5839203298302326
0.89130765,0.5759711815535323
1.3774755,0.6469002315623932
1.8636433,0.742846172736353
1.7826153,0.9159729455503383
0.95207864,0.9364279250716312
0.99259263,0.9763640330441173
0.83053666,0.9837832430400375
0.99259263,1.0075000846706235
0.99259263,1.0231012746757748
0.89130765,1.0326760681851976
0.95207864,1.0411691077377447
1.0128496,1.0532192907237976
0.99259263,1.0781980747660955
1.1343915,1.1121749455747967
0.99259263,1.1221344813640126
1.1343915,1.158308209621227
0.93182164,1.1429017627228328
0.99259263,1.1511234892320947
0.89130765,1.1499795600876197
0.89130765,1.1430476787917674
0.95207864,1.139060383706122
0.99259263,1.1448903161983661
0.93182164,1.152417666567614
1.0128496,1.1369436664984538
0.93182164,1.1322733880086786
0.85079366,1.133765544861339
0.85079366,1.1231011870854934
0.95207864,1.1251595029599162
0.99259263,1.1465428449877073
